Date,variant_freq,label,label1
2021-01-01,0.0,50perc1May,baseline
2021-01-02,0.0,50perc1May,baseline
2021-01-03,0.0,50perc1May,baseline
2021-01-04,0.0,50perc1May,baseline
2021-01-05,0.0,50perc1May,baseline
2021-01-06,0.0,50perc1May,baseline
2021-01-07,0.0,50perc1May,baseline
2021-01-08,0.0,50perc1May,baseline
2021-01-09,0.0,50perc1May,baseline
2021-01-10,0.0,50perc1May,baseline
2021-01-11,0.0,50perc1May,baseline
2021-01-12,0.0,50perc1May,baseline
2021-01-13,0.0,50perc1May,baseline
2021-01-14,0.0,50perc1May,baseline
2021-01-15,0.0,50perc1May,baseline
2021-01-16,0.0,50perc1May,baseline
2021-01-17,0.0,50perc1May,baseline
2021-01-18,0.0,50perc1May,baseline
2021-01-19,0.0,50perc1May,baseline
2021-01-20,0.0,50perc1May,baseline
2021-01-21,0.0,50perc1May,baseline
2021-01-22,0.0,50perc1May,baseline
2021-01-23,0.0,50perc1May,baseline
2021-01-24,0.0,50perc1May,baseline
2021-01-25,0.0,50perc1May,baseline
2021-01-26,0.0,50perc1May,baseline
2021-01-27,3.769560152747098e-05,50perc1May,baseline
2021-01-28,0.0010765060615165571,50perc1May,baseline
2021-01-29,0.0021532903893481323,50perc1May,baseline
2021-01-30,0.0032693437186999165,50perc1May,baseline
2021-01-31,0.004425998236474004,50perc1May,baseline
2021-02-01,0.005624623686732038,50perc1May,baseline
2021-02-02,0.006866627832927418,50perc1May,baseline
2021-02-03,0.008153456873345562,50perc1May,baseline
2021-02-04,0.009486595804332986,50perc1May,baseline
2021-02-05,0.010867568725555683,50perc1May,baseline
2021-02-06,0.012297939081179026,50perc1May,baseline
2021-02-07,0.013779309830504616,50perc1May,baseline
2021-02-08,0.015313323541237458,50perc1May,baseline
2021-02-09,0.016901662398189136,50perc1May,baseline
2021-02-10,0.018546048119853244,50perc1May,baseline
2021-02-11,0.020248241774919674,50perc1May,baseline
2021-02-12,0.022010043490425343,50perc1May,baseline
2021-02-13,0.02383329204287803,50perc1May,baseline
2021-02-14,0.02571986432333372,50perc1May,baseline
2021-02-15,0.02767167466706762,50perc1May,baseline
2021-02-16,0.029690674038151604,50perc1May,baseline
2021-02-17,0.031778849058946096,50perc1May,baseline
2021-02-18,0.03393822087423602,50perc1May,baseline
2021-02-19,0.036170843839489514,50perc1May,baseline
2021-02-20,0.03847880402250982,50perc1May,baseline
2021-02-21,0.04086421750758129,50perc1May,baseline
2021-02-22,0.0433292284910928,50perc1May,baseline
2021-02-23,0.045876007157564166,50perc1May,baseline
2021-02-24,0.048506747325004526,50perc1May,baseline
2021-02-25,0.05122366384861389,50perc1May,baseline
2021-02-26,0.05402898977199978,50perc1May,baseline
2021-02-27,0.0569249732153347,50perc1May,baseline
2021-02-28,0.059913873990236705,50perc1May,baseline
2021-03-01,0.06299795993161744,50perc1May,baseline
2021-03-02,0.06617950293732998,50perc1May,baseline
2021-03-03,0.06946077470716182,50perc1May,baseline
2021-03-04,0.07284404217357418,50perc1May,baseline
2021-03-05,0.07633156261759093,50perc1May,baseline
2021-03-06,0.07992557846440229,50perc1May,baseline
2021-03-07,0.08362831175457586,50perc1May,baseline
2021-03-08,0.08744195828826885,50perc1May,baseline
2021-03-09,0.09136868144151734,50perc1May,baseline
2021-03-10,0.09541060565554778,50perc1May,baseline
2021-03-11,0.09956980960211217,50perc1May,baseline
2021-03-12,0.10384831903010203,50perc1May,baseline
2021-03-13,0.10824809930113716,50perc1May,baseline
2021-03-14,0.11277104762446,50perc1May,baseline
2021-03-15,0.11741898500428602,50perc1May,baseline
2021-03-16,0.12219364791575629,50perc1May,baseline
2021-03-17,0.12709667972880567,50perc1May,baseline
2021-03-18,0.1321296219025745,50perc1May,baseline
2021-03-19,0.13729390497644434,50perc1May,baseline
2021-03-20,0.1425908393873446,50perc1May,baseline
2021-03-21,0.14802160614662632,50perc1May,baseline
2021-03-22,0.15358724741350688,50perc1May,baseline
2021-03-23,0.1592886570058218,50perc1May,baseline
2021-03-24,0.1651265708925282,50perc1May,baseline
2021-03-25,0.17110155771606017,50perc1May,baseline
2021-03-26,0.17721400939618107,50perc1May,baseline
2021-03-27,0.18346413187036237,50perc1May,baseline
2021-03-28,0.18985193602890163,50perc1May,baseline
2021-03-29,0.1963772289058929,50perc1May,baseline
2021-03-30,0.20303960518975042,50perc1May,baseline
2021-03-31,0.20983843911917666,50perc1May,baseline
2021-04-01,0.21677287683221777,50perc1May,baseline
2021-04-02,0.22384182923728477,50perc1May,baseline
2021-04-03,0.2310439654757008,50perc1May,baseline
2021-04-04,0.23837770704538494,50perc1May,baseline
2021-04-05,0.24584122265466976,50perc1May,baseline
2021-04-06,0.25343242387391984,50perc1May,baseline
2021-04-07,0.26114896165052487,50perc1May,baseline
2021-04-08,0.26898822374997505,50perc1May,baseline
2021-04-09,0.2769473331820419,50perc1May,baseline
2021-04-10,0.2850231476665923,50perc1May,baseline
2021-04-11,0.293212260188252,50perc1May,baseline
2021-04-12,0.30151100068302017,50perc1May,baseline
2021-04-13,0.30991543889305057,50perc1May,baseline
2021-04-14,0.3184213884181967,50perc1May,baseline
2021-04-15,0.3270244119846197,50perc1May,baseline
2021-04-16,0.33571982794185967,50perc1May,baseline
2021-04-17,0.3445027179903428,50perc1May,baseline
2021-04-18,0.3533679361314479,50perc1May,baseline
2021-04-19,0.36231011882208286,50perc1May,baseline
2021-04-20,0.3713236963053538,50perc1May,baseline
2021-04-21,0.3804029050784682,50perc1May,baseline
2021-04-22,0.389541801448631,50perc1May,baseline
2021-04-23,0.39873427611751583,50perc1May,baseline
2021-04-24,0.4079740697250578,50perc1May,baseline
2021-04-25,0.4172547892739529,50perc1May,baseline
2021-04-26,0.42656992534751653,50perc1May,baseline
2021-04-27,0.4359128700255618,50perc1May,baseline
2021-04-28,0.4452769353958335,50perc1May,baseline
2021-04-29,0.45465537255240335,50perc1May,baseline
2021-04-30,0.46404139096735575,50perc1May,baseline
2021-05-01,0.47342817811819166,50perc1May,baseline
2021-05-02,0.4828089192506842,50perc1May,baseline
2021-05-03,0.4921768171554907,50perc1May,baseline
2021-05-04,0.5015251118366802,50perc1May,baseline
2021-05-05,0.5108470999514763,50perc1May,baseline
2021-05-06,0.5201361539029263,50perc1May,baseline
2021-05-07,0.5293857404708466,50perc1May,baseline
2021-05-08,0.5385894388712018,50perc1May,baseline
2021-05-09,0.5477409581399846,50perc1May,baseline
2021-05-10,0.5568341537445729,50perc1May,baseline
2021-05-11,0.5658630433333393,50perc1May,baseline
2021-05-12,0.5748218215428722,50perc1May,baseline
2021-05-13,0.5837048737913997,50perc1May,baseline
2021-05-14,0.5925067889967371,50perc1May,baseline
2021-05-15,0.60122237116721,50perc1May,baseline
2021-05-16,0.6098466498243323,50perc1May,baseline
2021-05-17,0.6183748892264752,50perc1May,baseline
2021-05-18,0.6268025963731508,50perc1May,baseline
2021-05-19,0.6351255277797606,50perc1May,baseline
2021-05-20,0.6433396950225984,50perc1May,baseline
2021-05-21,0.6514413690634197,50perc1May,baseline
2021-05-22,0.6594270833719216,50perc1May,baseline
2021-05-23,0.6672936358729188,50perc1May,baseline
2021-05-24,0.6750380897527679,50perc1May,baseline
2021-05-25,0.6826577731666632,50perc1May,baseline
2021-05-26,0.6901502778947048,50perc1May,baseline
2021-05-27,0.69751345700014,50perc1May,baseline
2021-05-28,0.7047454215478646,50perc1May,baseline
2021-05-29,0.7118445364451216,50perc1May,baseline
2021-05-30,0.718809415469406,50perc1May,baseline
2021-05-31,0.7256389155508266,50perc1May,baseline
2021-06-01,0.7323321303776946,50perc1May,baseline
2021-06-02,0.7388883833948674,50perc1May,baseline
2021-06-03,0.7453072202644754,50perc1May,baseline
2021-06-04,0.7515884008581172,50perc1May,baseline
2021-06-05,0.7577318908484896,50perc1May,baseline
2021-06-06,0.76373785296678,50perc1May,baseline
2021-06-07,0.7696066379900531,50perc1May,baseline
2021-06-08,0.7753387755203578,50perc1May,baseline
2021-06-09,0.780934964614447,50perc1May,baseline
2021-06-10,0.7863960643198806,50perc1May,baseline
2021-06-11,0.7917230841699313,50perc1May,baseline
2021-06-12,0.7969171746862076,50perc1May,baseline
2021-06-13,0.8019796179342693,50perc1May,baseline
2021-06-14,0.8069118181738087,50perc1May,baseline
2021-06-15,0.8117152926412463,50perc1May,baseline
2021-06-16,0.8163916624988657,50perc1May,baseline
2021-06-17,0.8209426439809544,50perc1May,baseline
2021-06-18,0.825370039763823,50perc1May,baseline
2021-06-19,0.8296757305831034,50perc1May,baseline
2021-06-20,0.8338616671183673,50perc1May,baseline
2021-06-21,0.837929862161918,50perc1May,baseline
2021-06-22,0.8418823830855623,50perc1May,baseline
2021-06-23,0.8457213446163137,50perc1May,baseline
2021-06-24,0.849448901929303,50perc1May,baseline
2021-06-25,0.8530672440636818,50perc1May,baseline
2021-06-26,0.8565785876650152,50perc1May,baseline
2021-06-27,0.8599851710555517,50perc1May,baseline
2021-06-28,0.8632892486318563,50perc1May,baseline
2021-06-29,0.8664930855875609,50perc1May,baseline
2021-06-30,0.8695989529574466,50perc1May,baseline
2021-07-01,0.8726091229777118,50perc1May,baseline
2021-07-02,0.8755258647560734,50perc1May,baseline
2021-07-03,0.8783514402443166,50perc1May,baseline
2021-07-04,0.8810881005050193,50perc1May,baseline
2021-07-05,0.8837380822634322,50perc1May,baseline
2021-07-06,0.8863036047348803,50perc1May,baseline
2021-07-07,0.888786866717564,50perc1May,baseline
2021-07-08,0.8911900439402533,50perc1May,baseline
2021-07-09,0.8935152866541014,50perc1May,baseline
2021-07-10,0.8957647174576109,50perc1May,baseline
2021-07-11,0.8979404293437008,50perc1May,baseline
2021-07-12,0.9000444839577862,50perc1May,baseline
2021-07-13,0.9020789100558455,50perc1May,baseline
2021-07-14,0.9040457021515342,50perc1May,baseline
2021-07-15,0.9059468193415833,50perc1May,baseline
2021-07-16,0.9077841842989033,50perc1May,baseline
2021-07-17,0.9095596824230671,50perc1May,baseline
2021-07-18,0.9112751611381162,50perc1May,baseline
2021-07-19,0.9129324293279277,50perc1May,baseline
2021-07-20,0.9145332568997099,50perc1May,baseline
2021-07-21,0.9160793744665303,50perc1May,baseline
2021-07-22,0.9175724731401272,50perc1May,baseline
2021-07-23,0.9190142044256239,50perc1May,baseline
2021-07-24,0.9204061802101291,50perc1May,baseline
2021-07-25,0.9217499728375717,50perc1May,baseline
